SENIOR_RESIDENCE, 298, 301
SENIOR_RESIDENCE, 298, 301
HOUSEHOLD, 862, 962
HOUSEHOLD, 583, 913
HOUSEHOLD, 775, 967
HOUSEHOLD, 373, 865
HOUSEHOLD, 654, 412
HOUSEHOLD, 363, 59
HOUSEHOLD, 137, 191
HOUSEHOLD, 857, 400
HOUSEHOLD, 19, 100
HOUSEHOLD, 640, 448
HOUSEHOLD, 381, 82
HOUSEHOLD, 484, 377
HOUSEHOLD, 349, 241
HOUSEHOLD, 408, 488
HOUSEHOLD, 609, 694
HOUSEHOLD, 109, 374
HOUSEHOLD, 544, 998
HOUSEHOLD, 808, 526
HOUSEHOLD, 783, 187
HOUSEHOLD, 283, 882
HOUSEHOLD, 174, 224
HOUSEHOLD, 764, 870
HOUSEHOLD, 613, 555
HOUSEHOLD, 60, 972
HOUSEHOLD, 191, 307
HOUSEHOLD, 778, 895
HOUSEHOLD, 615, 211
HOUSEHOLD, 59, 238
HOUSEHOLD, 9, 418
HOUSEHOLD, 693, 148
HOUSEHOLD, 109, 829
HOUSEHOLD, 473, 796
HOUSEHOLD, 148, 579
HOUSEHOLD, 135, 487
HOUSEHOLD, 186, 727
HOUSEHOLD, 811, 689
HOUSEHOLD, 955, 417
HOUSEHOLD, 951, 176
HOUSEHOLD, 847, 967
HOUSEHOLD, 210, 25
HOUSEHOLD, 643, 343
HOUSEHOLD, 412, 642
HOUSEHOLD, 606, 611
HOUSEHOLD, 523, 703
HOUSEHOLD, 351, 763
HOUSEHOLD, 630, 640
HOUSEHOLD, 919, 331
HOUSEHOLD, 497, 90
HOUSEHOLD, 129, 425
HOUSEHOLD, 949, 340
HOUSEHOLD, 818, 490
HOUSEHOLD, 109, 913
HOUSEHOLD, 388, 617
HOUSEHOLD, 806, 629
HOUSEHOLD, 360, 530
HOUSEHOLD, 233, 858
HOUSEHOLD, 643, 251
HOUSEHOLD, 950, 374
HOUSEHOLD, 486, 756
HOUSEHOLD, 500, 404
HOUSEHOLD, 617, 279
HOUSEHOLD, 41, 397
HOUSEHOLD, 378, 720
HOUSEHOLD, 491, 493
HOUSEHOLD, 80, 47
HOUSEHOLD, 144, 134
HOUSEHOLD, 8, 8
HOUSEHOLD, 802, 664
HOUSEHOLD, 891, 167
HOUSEHOLD, 24, 736
HOUSEHOLD, 478, 100
HOUSEHOLD, 130, 653
HOUSEHOLD, 801, 764
HOUSEHOLD, 418, 498
HOUSEHOLD, 332, 895
HOUSEHOLD, 16, 187
HOUSEHOLD, 635, 400
HOUSEHOLD, 476, 481
HOUSEHOLD, 613, 123
HOUSEHOLD, 622, 392
HOUSEHOLD, 174, 548
HOUSEHOLD, 620, 227
HOUSEHOLD, 390, 735
HOUSEHOLD, 406, 950
HOUSEHOLD, 111, 688
HOUSEHOLD, 678, 561
HOUSEHOLD, 837, 296
HOUSEHOLD, 430, 200
HOUSEHOLD, 171, 757
HOUSEHOLD, 469, 132
HOUSEHOLD, 663, 476
HOUSEHOLD, 433, 24
HOUSEHOLD, 648, 498
HOUSEHOLD, 876, 504
HOUSEHOLD, 448, 498
HOUSEHOLD, 946, 420
HOUSEHOLD, 388, 822
HOUSEHOLD, 815, 356
HOUSEHOLD, 824, 247
HOUSEHOLD, 13, 663
HOUSEHOLD, 767, 746
HOUSEHOLD, 122, 466
HOUSEHOLD, 980, 99
HOUSEHOLD, 694, 644
HOUSEHOLD, 783, 91
HOUSEHOLD, 341, 387
HOUSEHOLD, 848, 877
HOUSEHOLD, 455, 878
HOUSEHOLD, 111, 275
HOUSEHOLD, 747, 48
HOUSEHOLD, 848, 603
HOUSEHOLD, 896, 165
HOUSEHOLD, 56, 146
HOUSEHOLD, 527, 713
HOUSEHOLD, 111, 688
HOUSEHOLD, 772, 746
HOUSEHOLD, 70, 949
HOUSEHOLD, 188, 635
HOUSEHOLD, 159, 57
HOUSEHOLD, 417, 244
HOUSEHOLD, 598, 960
HOUSEHOLD, 9, 265
HOUSEHOLD, 442, 625
HOUSEHOLD, 434, 225
HOUSEHOLD, 278, 949
HOUSEHOLD, 346, 400
HOUSEHOLD, 249, 399
HOUSEHOLD, 479, 754
HOUSEHOLD, 770, 78
HOUSEHOLD, 979, 883
HOUSEHOLD, 318, 894
HOUSEHOLD, 879, 630
HOUSEHOLD, 403, 300
HOUSEHOLD, 165, 548
HOUSEHOLD, 292, 41
HOUSEHOLD, 583, 226
HOUSEHOLD, 982, 157
HOUSEHOLD, 455, 600
HOUSEHOLD, 614, 527
HOUSEHOLD, 68, 918
HOUSEHOLD, 502, 592
HOUSEHOLD, 999, 293
HOUSEHOLD, 273, 835
HOUSEHOLD, 234, 617
HOUSEHOLD, 608, 154
HOUSEHOLD, 13, 363
HOUSEHOLD, 658, 783
HOUSEHOLD, 877, 533
HOUSEHOLD, 446, 376
HOUSEHOLD, 976, 407
HOUSEHOLD, 469, 291
HOUSEHOLD, 449, 999
HOUSEHOLD, 718, 147
HOUSEHOLD, 660, 236
HOUSEHOLD, 429, 995
HOUSEHOLD, 940, 251
HOUSEHOLD, 7, 698
HOUSEHOLD, 462, 905
HOUSEHOLD, 872, 809
HOUSEHOLD, 127, 411
HOUSEHOLD, 120, 107
HOUSEHOLD, 147, 253
HOUSEHOLD, 821, 737
HOUSEHOLD, 73, 551
HOUSEHOLD, 511, 460
HOUSEHOLD, 518, 223
HOUSEHOLD, 393, 67
HOUSEHOLD, 711, 721
HOUSEHOLD, 137, 669
HOUSEHOLD, 828, 284
HOUSEHOLD, 538, 907
HOUSEHOLD, 336, 959
HOUSEHOLD, 112, 38
HOUSEHOLD, 722, 403
HOUSEHOLD, 154, 194
HOUSEHOLD, 52, 324
HOUSEHOLD, 660, 579
HOUSEHOLD, 971, 465
HOUSEHOLD, 306, 533
HOUSEHOLD, 665, 239
HOUSEHOLD, 271, 105
HOUSEHOLD, 342, 640
HOUSEHOLD, 314, 648
HOUSEHOLD, 999, 809
HOUSEHOLD, 307, 461
HOUSEHOLD, 948, 362
HOUSEHOLD, 410, 188
HOUSEHOLD, 466, 494
HOUSEHOLD, 562, 447
HOUSEHOLD, 714, 249
HOUSEHOLD, 189, 209
HOUSEHOLD, 372, 552
HOUSEHOLD, 645, 667
HOUSEHOLD, 908, 6
HOUSEHOLD, 549, 82
HOUSEHOLD, 345, 352
HOUSEHOLD, 795, 780
HOUSEHOLD, 729, 670
HOUSEHOLD, 694, 440
HOUSEHOLD, 262, 100
HOUSEHOLD, 428, 681
HOUSEHOLD, 54, 169
HOUSEHOLD, 218, 111
HOUSEHOLD, 293, 328
HOUSEHOLD, 870, 472
HOUSEHOLD, 299, 353
HOUSEHOLD, 156, 140
HOUSEHOLD, 731, 245
HOUSEHOLD, 778, 363
HOUSEHOLD, 604, 105
HOUSEHOLD, 728, 278
HOUSEHOLD, 89, 878
HOUSEHOLD, 523, 341
HOUSEHOLD, 466, 717
HOUSEHOLD, 135, 937
HOUSEHOLD, 21, 689
HOUSEHOLD, 445, 295
HOUSEHOLD, 137, 238
HOUSEHOLD, 611, 386
HOUSEHOLD, 928, 465
HOUSEHOLD, 24, 731
HOUSEHOLD, 221, 858
HOUSEHOLD, 16, 837
HOUSEHOLD, 701, 715
HOUSEHOLD, 22, 845
HOUSEHOLD, 725, 44
HOUSEHOLD, 527, 725
HOUSEHOLD, 283, 363
HOUSEHOLD, 542, 564
HOUSEHOLD, 684, 878
HOUSEHOLD, 481, 243
HOUSEHOLD, 342, 79
HOUSEHOLD, 930, 503
HOUSEHOLD, 336, 489
HOUSEHOLD, 722, 121
HOUSEHOLD, 900, 32
HOUSEHOLD, 955, 96
HOUSEHOLD, 416, 831
HOUSEHOLD, 852, 666
HOUSEHOLD, 177, 355
HOUSEHOLD, 918, 729
HOUSEHOLD, 483, 718
HOUSEHOLD, 743, 863
HOUSEHOLD, 730, 246
HOUSEHOLD, 400, 181
HOUSEHOLD, 507, 505
HOUSEHOLD, 904, 139
HOUSEHOLD, 768, 405
HOUSEHOLD, 1, 751
HOUSEHOLD, 672, 142
HOUSEHOLD, 890, 861
HOUSEHOLD, 337, 991
HOUSEHOLD, 789, 230
HOUSEHOLD, 586, 393
HOUSEHOLD, 891, 149
HOUSEHOLD, 320, 810
HOUSEHOLD, 689, 600
HOUSEHOLD, 560, 649
HOUSEHOLD, 177, 865
HOUSEHOLD, 871, 259
HOUSEHOLD, 836, 282
HOUSEHOLD, 68, 757
HOUSEHOLD, 31, 887
HOUSEHOLD, 914, 89
HOUSEHOLD, 344, 990
HOUSEHOLD, 864, 985
HOUSEHOLD, 525, 409
HOUSEHOLD, 491, 98
HOUSEHOLD, 485, 924
HOUSEHOLD, 217, 793
HOUSEHOLD, 895, 896
HOUSEHOLD, 569, 773
HOUSEHOLD, 868, 864
HOUSEHOLD, 11, 35
HOUSEHOLD, 984, 505
HOUSEHOLD, 615, 793
HOUSEHOLD, 93, 971
HOUSEHOLD, 856, 599
HOUSEHOLD, 330, 827
HOUSEHOLD, 868, 705
HOUSEHOLD, 494, 204
HOUSEHOLD, 717, 31
HOUSEHOLD, 907, 82
HOUSEHOLD, 500, 143
HOUSEHOLD, 596, 227
HOUSEHOLD, 899, 864
HOUSEHOLD, 951, 787
HOUSEHOLD, 485, 941
HOUSEHOLD, 181, 372
HOUSEHOLD, 636, 198
HOUSEHOLD, 661, 117
HOUSEHOLD, 63, 120
HOUSEHOLD, 995, 996
HOUSEHOLD, 504, 273
HOUSEHOLD, 203, 115
HOUSEHOLD, 86, 80
HOUSEHOLD, 166, 945
HOUSEHOLD, 489, 276
HOUSEHOLD, 68, 287
HOUSEHOLD, 727, 997
HOUSEHOLD, 284, 409
HOUSEHOLD, 177, 46
HOUSEHOLD, 901, 794
HOUSEHOLD, 500, 888
HOUSEHOLD, 649, 286
HOUSEHOLD, 607, 374
HOUSEHOLD, 356, 861
HOUSEHOLD, 727, 808
HOUSEHOLD, 271, 231
HOUSEHOLD, 519, 386
HOUSEHOLD, 172, 520
HOUSEHOLD, 574, 421
HOUSEHOLD, 637, 447
HOUSEHOLD, 233, 770
HOUSEHOLD, 452, 86
HOUSEHOLD, 222, 111
HOUSEHOLD, 44, 342
HOUSEHOLD, 254, 147
HOUSEHOLD, 40, 510
HOUSEHOLD, 555, 62
HOUSEHOLD, 585, 239
HOUSEHOLD, 640, 601
HOUSEHOLD, 457, 216
HOUSEHOLD, 198, 723
HOUSEHOLD, 539, 816
HOUSEHOLD, 117, 932
HOUSEHOLD, 76, 693
HOUSEHOLD, 714, 363
HOUSEHOLD, 141, 144
HOUSEHOLD, 38, 144
HOUSEHOLD, 885, 887
HOUSEHOLD, 215, 682
HOUSEHOLD, 214, 274
HOUSEHOLD, 234, 293
HOUSEHOLD, 145, 242
HOUSEHOLD, 167, 663
HOUSEHOLD, 430, 999
HOUSEHOLD, 577, 443
HOUSEHOLD, 452, 928
HOUSEHOLD, 37, 7
HOUSEHOLD, 372, 897
HOUSEHOLD, 756, 540
HOUSEHOLD, 342, 457
HOUSEHOLD, 259, 55
HOUSEHOLD, 973, 743
HOUSEHOLD, 116, 336
HOUSEHOLD, 290, 348
HOUSEHOLD, 118, 435
HOUSEHOLD, 143, 4
HOUSEHOLD, 891, 34
HOUSEHOLD, 994, 650
HOUSEHOLD, 723, 772
HOUSEHOLD, 972, 840
HOUSEHOLD, 559, 814
HOUSEHOLD, 330, 753
HOUSEHOLD, 311, 658
HOUSEHOLD, 83, 199
HOUSEHOLD, 133, 125
HOUSEHOLD, 847, 45
HOUSEHOLD, 863, 236
HOUSEHOLD, 256, 824
HOUSEHOLD, 387, 80
HOUSEHOLD, 547, 769
HOUSEHOLD, 746, 566
HOUSEHOLD, 627, 220
HOUSEHOLD, 698, 167
HOUSEHOLD, 559, 979
HOUSEHOLD, 959, 374
HOUSEHOLD, 418, 254
HOUSEHOLD, 841, 613
HOUSEHOLD, 364, 368
HOUSEHOLD, 675, 93
HOUSEHOLD, 266, 725
HOUSEHOLD, 729, 532
HOUSEHOLD, 175, 731
HOUSEHOLD, 520, 908
HOUSEHOLD, 875, 347
HOUSEHOLD, 514, 48
HOUSEHOLD, 466, 161
HOUSEHOLD, 733, 240
HOUSEHOLD, 568, 992
HOUSEHOLD, 865, 439
HOUSEHOLD, 791, 99
HOUSEHOLD, 637, 569
HOUSEHOLD, 782, 245
HOUSEHOLD, 138, 586
HOUSEHOLD, 136, 764
HOUSEHOLD, 201, 727
HOUSEHOLD, 369, 189
HOUSEHOLD, 421, 268
HOUSEHOLD, 760, 467
HOUSEHOLD, 356, 456
HOUSEHOLD, 41, 49
HOUSEHOLD, 52, 594
HOUSEHOLD, 392, 825
HOUSEHOLD, 754, 260
HOUSEHOLD, 275, 293
HOUSEHOLD, 124, 422
HOUSEHOLD, 144, 461
HOUSEHOLD, 781, 753
HOUSEHOLD, 332, 708
HOUSEHOLD, 531, 363
HOUSEHOLD, 298, 944
HOUSEHOLD, 778, 269
HOUSEHOLD, 347, 945
HOUSEHOLD, 504, 443
HOUSEHOLD, 786, 415
HOUSEHOLD, 433, 810
HOUSEHOLD, 500, 850
HOUSEHOLD, 319, 123
HOUSEHOLD, 819, 668
HOUSEHOLD, 502, 549
HOUSEHOLD, 129, 286
HOUSEHOLD, 459, 572
HOUSEHOLD, 387, 6
HOUSEHOLD, 948, 939
HOUSEHOLD, 93, 823
HOUSEHOLD, 932, 823
HOUSEHOLD, 904, 68
HOUSEHOLD, 145, 160
HOUSEHOLD, 791, 125
HOUSEHOLD, 16, 388
HOUSEHOLD, 497, 612
HOUSEHOLD, 447, 841
HOUSEHOLD, 800, 566
HOUSEHOLD, 338, 81
HOUSEHOLD, 922, 325
HOUSEHOLD, 440, 280
HOUSEHOLD, 348, 952
HOUSEHOLD, 610, 312
HOUSEHOLD, 103, 21
HOUSEHOLD, 94, 68
HOUSEHOLD, 8, 675
HOUSEHOLD, 178, 118
HOUSEHOLD, 919, 241
HOUSEHOLD, 110, 708
HOUSEHOLD, 471, 83
HOUSEHOLD, 755, 9
HOUSEHOLD, 5, 148
HOUSEHOLD, 336, 327
HOUSEHOLD, 719, 171
HOUSEHOLD, 632, 757
HOUSEHOLD, 247, 348
HOUSEHOLD, 373, 424
HOUSEHOLD, 651, 32
HOUSEHOLD, 945, 433
HOUSEHOLD, 867, 816
HOUSEHOLD, 339, 580
HOUSEHOLD, 368, 370
HOUSEHOLD, 933, 38
HOUSEHOLD, 35, 963
HOUSEHOLD, 730, 96
HOUSEHOLD, 610, 903
HOUSEHOLD, 250, 561
HOUSEHOLD, 719, 106
HOUSEHOLD, 998, 107
HOUSEHOLD, 411, 318
HOUSEHOLD, 115, 600
HOUSEHOLD, 870, 877
HOUSEHOLD, 152, 67
HOUSEHOLD, 303, 219
SCHOOL, 542, 623
SCHOOL, 952, 697
SCHOOL, 402, 398
SCHOOL, 966, 910
SCHOOL, 615, 939
HOSPITAL, 311, 232
HOSPITAL, 311, 232
STORE, 976, 721
MISC, 686, 492
MISC, 334, 142
WORKPLACE, 331, 622
WORKPLACE, 303, 820
WORKPLACE, 180, 2
WORKPLACE, 490, 985
WORKPLACE, 400, 518
WORKPLACE, 236, 124
WORKPLACE, 996, 442
WORKPLACE, 537, 465
WORKPLACE, 721, 629
WORKPLACE, 613, 437
WORKPLACE, 867, 230
WORKPLACE, 241, 362
WORKPLACE, 391, 319
WORKPLACE, 440, 515
WORKPLACE, 442, 712
PARK, 429, 848
